lemma	top	first_tag
respite	E	E3
resplendent	O	O4.2
respond	K	K2/S9
responded	S	S1.1.2
respondence	Q	Q2.2
respondent	Q	Q2.2/S2mf
responding	S	S1.1.2
responds	K	K2/S9
responsbility	S	S7.1
response	Q	Q2.1
responsibility	S	S6
responsible	A	A2.2
responsible-drinking	F	F2/S1.2.6
responsibly	S	S1.2.6
responsive	S	S1.1.2
responsiveness	S	S1.1.2
respray	A	A1.1.1
resprays	A	A1.1.1
rest	E	E3
restarted	T	T2+/N6
restate	Q	Q2.1/N6
restated	Q	Q2.1/N6
restatement	Q	Q2.1/N6
restaurant	F	F1/H1
restaurant-wise	F	F1/H1
restauranter	F	F1/S2mf
restauranters	F	F1/S2mf
restauranteur	F	F1/S2mf
restauranteuring	F	F1
restauranteurs	F	F1/S2
restaurateur	F	F1/S2mf
restaurateurs	F	F1/S2mf
restful	E	E3
resting	E	E3
restitution	I	I1.2
restive	X	X5.2
restless	X	X5.2
restlessly	X	X5.2
restlessness	X	X5.2
restock	A	A9+/N6
restoration	A	A2.1
restore	A	A2.1
restored	A	A2.1
restorer	C	C1/S2mf
restoring	A	A2.1
restrain	A	A1.7
restrained	E	E3
restraint	A	A1.7
restraints	A	A1.7
restress	A	A1.1.1
restressing	A	A1.1.1
restrict	A	A1.7
restricted	A	A1.7
restricting	A	A1.7
restriction	A	A1.7
restrictive	A	A1.7
restructure	S	S7.1/A2.1
restructured	A	A2.1
restructuring	S	S7.1/A2.1
restyle	O	O4.1/A2.1
result	A	A2.2
resultant	A	A2.2
resulted	A	A2.2
resulting	A	A2.2
results	A	A2.2
resume	Q	Q1.2
resumes	T	T2+/N6
resumption	T	T2+/N6
resurface	A	A10
resurfaced	A	A10
resurfacing	A	A10
resurge	A	A10+/N6
resurgence	N	N6+/N3.2+/A2.1
resurrect	T	T2+/N6
resurrected	T	T2+/N6
resurrection	S	S9
resuscitate	B	B3
resuscitation	B	B3
retail	I	I2.2
retailer	I	I2.2/S2mf
retailers	I	I2.2/S2mf
retailing	I	I2.2
retain	A	A9
retained	A	A9
retainer	I	I1.3
retaining	A	A9
retake	P	P1/N6
retaken	G	G3
retaliate	E	E3
retaliation	E	E3
retardation	X	X9.1
retarded	B	B2-/X1
reteach	P	P1/N6
retell	Q	Q2.2/N6
retention	A	A9
retentive	A	A9
retest	P	P1
rethink	N	N6+/X2.1
reticence	S	S1.2.1
reticent	S	S1.2.3
retimetable	T	T1.2/A2.1
retina	B	B1
retire	I	I3.1
retired	I	I3.1
retirement	I	I3.1
retiring	S	S1.2.3
retold	Q	Q2.2/N6
retook	A	A9+/N6
retooling	A	A2.1
retort	Q	Q2.2
retrace	X	X2.4
retraced	X	X2.4
retracing	X	X2.4/N6
retract	A	A2.1/Q2.2
retractable	M	M2
retraction	A	A2.1/Q2.2
retrain	P	P1/N6
retrainable	P	P1
retrained	P	P1
retraining	P	P1
retreat	M	M1
retrench	I	I1.2/A1.3
retrenching	I	I1.2/A1.3
retrenchment	I	I1.2/A1.3
retrial	G	G2.1/N6
retribution	E	E3
retrieval	A	A9
retrieve	A	A9
retro-active	T	T1.1.1
retro-recycled	A	A1.5.1/T1.1.1
retrograde	A	A5.1-/A2.1
retrospect	T	T1.1.1
retrospective	T	T1.1.1
retrospectively	T	T1.1.1
retune	K	K2/A2.1
return	M	M6
returnable	A	A9
returned	A	A9
returnee	M	M1/S2mf
returnees	M	M1/S2mf
returner	N	N6+/S2mf
returning	M	M1
returns	M	M1
reunification	A	A1.8+/G1.1
reunified	A	A1.8+/G1.1
reunify	A	A1.8+/G1.1
reunion	S	S1.1.3
reunions	S	S1.1.3
reunite	S	S5+/N6
reunited	S	S5+/N6
reupholster	H	H5/N6
reupholstering	H	H5/N6
reusable	A	A1.5.1/N6
reuse	A	A1.5.1/N6
rev	S	S9
revaluation	I	I1.3
revamp	A	A2.1
revamped	A	A2.1
revamps	A	A2.1
reveal	A	A10
revealing	A	A10
revel	E	E4.1
revelation	A	A10
revelry	E	E4.1
revels	E	E4.1
revenge	E	E3
revenue	G	G1.1/I1
revenue-generation	I	I1.1
revenue/marketing	I	I2.2
reverb	X	X3.2
reverberating	X	X3.2
revere	S	S7.2
revered	S	S7.2
reverence	S	S7.2
reverend	S	S9
reverie	X	X5.1
reversal	A	A2.1+/A6.1
reverse	A	A6.1
reversible	A	A2.1+/A6.1
reversing	M	M6
reversion	A	A2.1+/A6.1
reversional	A	A2.1+/A6.1
reversionary	A	A2.1+/A6.1
revert	A	A2.1
reverted	A	A2.1
reverting	A	A2.1
review	X	X2.4
reviewed	X	X2.4/A5
reviewer	Q	Q4/S2mf
reviewers	Q	Q4/S2mf
reviewing	X	X2.4/A5
reviews	X	X2.4
revile	E	E2
revise	A	A2.1
revised	A	A2.1
revising	A	A2.1
revision	A	A2.1
revisionism	G	G1.2/X2.1
revisionist	G	G1.2/S2mf
revisionists	G	G1.2/S2mf
revisions	N	N6/A2.1
revisit	M	M1/N6
revisited	M	M1/N6
revitalise	A	A5.1+/A2.1
revitalising	O	O4.2+/A2.1
revival	X	X5.2
revive	X	X5.2
revived	X	X5.2
revives	X	X5.2
reviving	X	X5.2
revoke	A	A9
revolt	G	G2.1
revolting	O	O4.2
revolution	G	G1.2
revolutionary	T	T3
revolutionise	A	A2.1
revolutionised	A	A2.1
revolutionize	A	A2.1
revolve	M	M1
revolver	G	G3
revolving	M	M1
revs	M	M3/N3.1
revulsion	E	E2
revving	X	X3.2
reward	S	S1.1.4
rewarded	A	A5.1+/A2.2
rewarding	E	E4.2
rewind	A	A1.1.1
rewire	O	O3
rewired	O	O3/A2.1
rewiring	O	O3
reword	Q	Q2.2/N6
reworded	Q	Q2.2/N6
rework	A	A2.1
reworking	A	A2.1
rewound	A	A1.1.1
rewrite	Q	Q1.2/N6
rhapsodise	X	X5.2
rhetoric	Q	Q2.1
rhetorical	A	A11.2
rheumatic	B	B2
rheumatism	B	B2
rheumatoid	B	B2
rhino	L	L2
rhinos	L	L2mfn
rhododendron	L	L3
rhododendrons	L	L3
rhododendrum	L	L3
rhododendrums	L	L3
rhubarb	L	L3
rhubarby	F	F1
rhyme	Q	Q3
rhymes	Q	Q3
rhyming	Q	Q3
rhythm	K	K2
rhythmic	N	N6
rib	B	B1
ribbed	O	O4.5
ribbing	E	E4.1
ribbon	B	B5
riboflavin	O	O1
rich	I	I1.1
richer	I	I1.1
riches	I	I1.1
richest	I	I1.1
richly	O	O4.1
richness	I	I1.1
rickety	O	O4.1
rickshaw	M	M3
rickshaws	M	M3
ricochet	G	G3
ricocheted	G	G3
ricotta	F	F1
rid	A	A9
riddance	A	A9
ridden	K	K5.1/L2
riddle	Q	Q3
riddled	Q	Q3
riddles	Q	Q3
ride	K	K5.1/L2
ridged	O	O4.1
ridging	B	B5
ridicule	Q	Q2.2/S1.2.4
ridiculous	S	S1.2.6
ridiculously	A	A13.3
riding	K	K5.1/L2
riding-boots	B	B5
rife	N	N5
riff-raff	O	O4.2-/S2mfc
rifle	G	G3
rift	A	A6.1
rig	G	G2.2
rigged	G	G2.2
rigging	S	S7.1
right	Z	Z4
right-angled	O	O4.4
right-hand	M	M6
right-of-centre	G	G1.2
righteous	G	G2.2
righteousness	G	G2.2
rightful	G	G2.2
rightist	G	G1.2/S2mf
rightists	G	G1.2/S2mf
rightly	A	A5.3
rightness	A	A5.3
righto	Z	Z4
rightwards	M	M6
rightwing	G	G1.2
rigid	A	A1.7
rigidity	O	O4.5
rigidly	A	A1.7
rigmarole	A	A12
rigorous	A	A1.7
rigorously	A	A1.7
rigour	A	A1.7
rigs	S	S7.1
rile	E	E3
riled	E	E3
rim	O	O2
rimmed	O	O4.1
rind	L	L3
ring	Q	Q1.3
ring-leader	G	G2.2-/S2mf
ringing	X	X3.2
ringleader	G	G2.2-/S2mf
ringleaders	G	G2.2-/S2mf
ringlet	B	B1
ringlets	B	B1
ringside	H	H2
rink	M	M7/K5.1
rinkydink	I	I2.1
rinse	O	O1.2
riot	E	E3
rioting	E	E3
riotous	E	E3
rip	A	A1.1.2
rip-off	G	G2.2
ripe	O	O4.1/L3/F1
ripen	O	O4.1/L3/F1
ripeness	O	O4.1/L3/F1
ripening	O	O4.1/L3/F1
ripoff	G	G2.2
ripped	A	A1.1.2
ripple	O	O2
ripples	M	M1
rise	N	N5+/A2.1
risen	M	M1
rises	N	N5+/A2.1
rising	M	M1
risk	A	A15
risk-adjusted	I	I1
risk-averse	A	A15
risk-bearing	A	A15
risk-capital	I	I1.1
risk-free	A	A15
risk-sharing	I	I1
risk-taker	A	A1.4/S2mf
risk-taking	A	A1.4
risked	A	A15
riskiness	A	A15
riskless	A	A15
risky	A	A15
risque	G	G2.2
risqué	G	G2.2
rissole	F	F1
rissoles	F	F1
ristorante	F	F1/H1
ritual	S	S9
ritualised	S	S9
ritualized	S	S9
ritually	S	S9
rival	S	S7.3
rivaled	S	S7.3
rivalrous	S	S7.3
rivalry	S	S7.3
river	W	W3/M4
riverbank	W	W3/M4
riverbed	W	W3/M4
riverbeds	W	W3/M4
riverside	W	W3/M4
rivet	A	A1.1.1
riveted	A	A1.1.1
riveting	X	X5.2
rivets	A	A1.1.1
rivulet	W	W3/M4
roach	L	L2mfnc
road	M	M3
roadblock	M	M3/G2.1
roading	M	M3
roadmap	M	M3/Q1.2
roadshow	K	K1
roadside	M	M3
roadsters	M	M3
roadway	M	M3
roadworks	M	M3/H1
roadworthy	M	M3/A5.1
roam	M	M1
roamed	M	M1
roan	L	L2
roar	X	X3.2
roast	F	F1
roasted	F	F1
roasting	O	O4.6
roatrite	Z	Z3
rob	G	G2.1
robbed	G	G2.1
robber	G	G2.1-/S2mf
robberies	G	G2.1
robbers	G	G2.1-/S2mf
robbery	G	G2.1
robbing	G	G2.1
robe	B	B5
robot	O	O3
robotic	O	O3
robotics	Y	Y2
robust	S	S1.2.5
robustness	S	S1.2.5
rock-bottom	N	N5.1
rock-hard	O	O4.5
rocked	M	M1
rocker	H	H5
rocker-type	K	K2/S2mf
rockery	L	L3/H3
rocketing	N	N5+/A2.1
rockets	G	G3
rocking	M	M1
rocky	W	W3/L3
rode	M	M1
rodent	L	L2
rods	O	O2
rogue	S	S5
rogues	G	G2.2-/S2mf
role	I	I3.1
role-play	K	K4
role-plays	K	K4
roll	O	O2
roll-on	B	B4
roll-up	F	F3
rolled	O	O4.1
roller	O	O2
roller-coaster	K	K1
rollerblade	K	K5.1
rollerblading	K	K5.1
rollercoaster	K	K1
rollers	O	O2
rollerskate	K	K5.1
rollerskating	K	K5.1
rollicking	E	E4.1
rolling	M	M1
rollout	T	T2
rom	Y	Y2
romance	S	S3.2
romantic	S	S3.2
romantically	E	E1
romanticism	S	S1.2.6
rombustuous	X	X5.2
romeos	S	S3.2/S2.2m
romp	S	S3.2
romper	B	B5
rompers	B	B5
romps	M	M1
rondo	K	K2
roof	H	H2
roofbar	O	O2
roofbars	O	O2
roofboxing	M	M3
roofer	H	H1/S2mf
roofing	H	H1
roofrack	M	M3/O2
rooftop	H	H2
rook	L	L2mfn
room	H	H4
roomful	N	N5
roommate	H	H4/S2mf
rooms	H	H2
roomy	N	N3.2+/N3.6
roost	L	L2/H4
root	L	L3
rooted	A	A2.2
rootless	L	L3
rooves	H	H2
rope	O	O2
roped	O	O4.1
ropy	B	B2
rosary	S	S9
rosebud	L	L3
rosebush	L	L3
rosehip	L	L3
rosette	B	B5
rosettes	B	B5
rosewood	O	O1.1
rosta	T	T1
roster	Q	Q1.2/N4
rostrum	H	H2
rosy	A	A5.1
rot	A	A5.2
rota	Q	Q1.2/N4
rotarite	Z	Z3
rotarites	Z	Z3
rotas	Q	Q1.2/N4
rotate	M	M2
rotated	M	M1
rotating	M	M1
rotation	M	M1
rotten	A	A1.1.2
rotting	O	O4.2-/A2.1
rottweiler	L	L2mfn
rottweilers	L	L2mfn
rotund	O	O4.1
rouble	I	I1
rouge	B	B4
rough	X	X3.3
rough-and-tumble	G	G2.2
roughish	X	X3.3
roughly	A	A13.4
roughness	O	O4.5
roughshod	S	S1.2.3
round	M	M1
round-robin	K	K5.1
round-table	S	S1.1.3
round-up	Q	Q2.2
roundabout	N	N3.8
rounded	O	O4.4
roundel	O	O2
rounder	K	K5.1
rounders	K	K5.1
roundly	N	N5.1
roundtable	S	S1.1.3
rousing	X	X5.2
rout	G	G3
route	M	M6
routed	M	M6
router	Y	Y2
routine	A	A6.2
routinely	A	A6.2
routing	A	A1.1.1
rove	M	M1
roving	M	M1
row	N	N4
rowdy	E	E3
rower	M	M4/S2mf
rowers	M	M4/S2mf
rowing	M	M4
rows	E	E3
royalist	S	S7.1+/S2mf
royally	O	O4.2
royals	S	S7.1+/S2mf
royalty	S	S7.1
rub	A	A1.1.1
rubber	O	O1.1
rubber-neck	X	X3.4
rubber-soled	O	O1.1
rubber-stamp	O	O2
rubberised	O	O4.1
rubbery	O	O4.5
rubbing	A	A1.1.1
rubbish	A	A5.1
rubbishy	A	A5.1
rubble	O	O2
rubella	B	B2
rubric	Q	Q2.2
ruby	O	O4.3
ruched	O	O4.1
ruck	K	K5.1
rucked	K	K5.1
rucking	K	K5.1
rucksack	B	B5
ruction	E	E3
ructions	E	E3
ruddiness	O	O4.1
ruddy	Z	Z4
rude	S	S1.2.4
rudely	S	S1.2.4
rudeness	S	S1.2.4
rudimentary	A	A12
rue	E	E4.2
rueful	E	E4.1
ruefully	E	E4.1
rues	E	E2
ruff	B	B5
ruffian	G	G2.1-/S2.2m
ruffians	G	G2.1-/S2.2m
ruffle	M	M1
ruffled	O	O4.2
ruffles	B	B5
ruffs	B	B5
rug	H	H5
rugged	O	O4.4
rugger	K	K5.1
ruin	A	A1.1.2
ruined	A	A1.1.2
ruinous	A	A1.1.2
ruins	A	A1.1.2
rule	S	S7.1
rule-based	Y	Y2
ruled	S	S7.1
ruler	S	S7.1+/S2mf
rules	G	G2.1
ruling	S	S7.1
rulings	X	X6
ruluctance	X	X5.2
ruluctant	X	X5.2
rum	A	A6.2
rumble	X	X3.2
rumbling	X	X3.2
ruminate	X	X2.1
rummage	X	X2.4
rummaging	X	X2.4
rumors	Q	Q2.2
rumour	Q	Q2.2
rumoured	Q	Q2.2
rumours	Q	Q2.2
rump	B	B1
rumpus	E	E3
run	M	M1/N3.8
run-down	O	O4.2
run-in	A	A1.1.1
run-of-the-mill	A	A6.2
run-off	X	X6
run-up	N	N4
runaround	M	M3fn
runaway	A	A1.7
rundown	O	O4.2
rune	Q	Q3
rung	O	O2
runner	M	M1/N3.8+/S2mf
runner-up	K	K5.1
runners	M	M1/N3.8+/S2mf
running	T	T2
runny	O	O4.5
runoff	X	X6
runs	M	M1/N3.8
runway	M	M5/M7
runways	M	M5/M7
rupee	I	I1
rupees	I	I1
rupture	A	A1.1.2
ruptured	A	A1.1.2
rural	F	F4/M7
rural-urban	M	M7
ruse	G	G2.2
rush	N	N3.8
rushed	N	N3.8
rushing	N	N3.8
rust	A	A1.1.2
rustic	F	F4/S2mf
rustics	F	F4/S2mf
rusting	A	A1.1.2
rustle	X	X3.2
rustling	X	X3.2
rusty	O	O4.1
rut	A	A2.1
ruthless	G	G2.2
ruthlessly	G	G2.2
ruthlessness	G	G2.2
s	T	T1.3
s'pose	Z	Z4
s.a.e.	O	O2/Q1.2
s1	Z	Z5
sabbatical	T	T1.3/K1
sable	O	O4.3
sabo	Z	Z3c
sabot	B	B5
sabotage	S	S8
sabots	B	B5
sac	B	B1
saccharin	O	O1.1
sachet	O	O2
sack	I	I3.1
sacked	I	I3.1
sacking	I	I3.1
sacral	B	B1
sacrament	S	S9
sacramental	S	S9
sacraments	S	S9
sacred	S	S9
sacrifice	S	S9
sacrificed	S	S9
sacrificing	S	S9
sacrilege	S	S7.2
sacrilegious	S	S9/G2.2
sacristan	S	S9/S2.2m
sacristy	S	S9/H2
sacrosanct	A	A2.1
sacs	O	O2
sad	E	E4.1
sadden	E	E4.1
saddened	E	E4.1
saddening	E	E4.1
saddens	E	E4.1
saddest	E	E4.1
saddle	B	B5/L2
saddled	B	B5/L2
saddler	B	B5/L2/S2mf
saddlery	O	O2
saddles	B	B5/L2
sadism	E	E3
sadistic	E	E3
sadly	E	E4.1
sadness	E	E4.1
safe	O	O2
safeguard	A	A1.1.1/A15
safeguarded	A	A1.1.1/A15
safeguarding	A	A1.1.1/A15
safely	A	A15
safer	A	A15
safest	A	A15
safety	A	A15
saffron	L	L3
sag	O	O4.4
sage	X	X9.1
saggy	O	O4.4
said	Q	Q1.1
sail	M	M4
sailed	M	M4
sailing	M	M4
sailor	M	M4/S2mf
sails	M	M4
saint	S	S9/S2mf
saith	Q	Q2.1
sake	A	A2.2
salad	F	F1
salamander	L	L2
salami	F	F1
salapet	B	B5
salapets	B	B5
salaried	I	I1.1/I3.1
salaries	I	I1.1/I3.1
salary	I	I1.1/I3.1
salary-wise	I	I1.1/I3.1
sale	I	I2.2
sale-filled	I	I2.2
saleability	I	I2.2
saleable	I	I2.2
sales	I	I2.2
salesforce	I	I2.2/S5
salesgirl	I	I2.2/S2.1f
salesing	I	I2.2
saleslady	I	I2.2/S2.1f
salesman	I	I2.2/S2.2m
salesmanship	I	I2.2
salesmen	I	I2.2/S2.2m
salespeople	I	I2.2/S2mf
salesperson	I	I2.2/S2mf
salesroom	I	I2.2/H2
saleswoman	I	I2.2/S2.1f
salesy	I	I2.2
salient	A	A11.1
saline	O	O1.2
salinity	O	O4.1
saliva	B	B1
salivate	B	B1
salmonella	B	B2
salmons	F	F1
saloon	F	F2/H1c
salt	F	F1
salt-transport	F	F1/M3
salted	F	F1
saltier	X	X3.1
saltpetre	O	O1.1
salty	X	X3.1
salubrious	B	B2
salutary	A	A1.5.2
salutation	Q	Q2.2
salute	S	S1.1.1
saluted	S	S1.1.1
salvage	O	O2
salvation	S	S9
salvia	L	L3
samaritan	S	S8+/S2mf
samba	K	K1
same	A	A6.1
same-day	T	T1.1.2
same-store	I	I2.2/H1c
samey	A	A6.1
sample	X	X3.1
sampled	X	X3.1
sampler	B	B5
sampling	X	X2.4
samplists	I	I2.2
samurai	G	G3/S2.2m
sanatorium	B	B3/H1c
sanbian	Z	Z2
sanctification	S	S9
sanctified	S	S9
sanctify	S	S9
sanctimonious	S	S9
sanction	S	S7.4
sanctions	S	S7.4
sanctity	A	A11.1
sanctuary	M	M7/A15
sand	A	A1.1.1
sandals	B	B5
sandanista	Z	Z3
sandanistas	Z	Z3
sandbag	O	O2
sandbags	O	O2
sandbank	W	W3
sandblast	H	H1
sandblasted	H	H1
sandcastle	O	O2
sandcastles	O	O2
sandpaper	A	A1.1.1
sandpit	K	K6
sandstone	O	O1.1
sandstorm	W	W4
sandtex	O	O1.1
sandwich	M	M2
sandy-bottomed	O	O4.1
sane	S	S1.2.6
sanely	S	S1.2.6
sang	K	K2
sangfroid	E	E3
sanguine	E	E4.1
sanitary	B	B4
sanitation	B	B4
sanitise	O	O4.2
sanitised	O	O4.2
sanitising	B	B4
sanity	X	X1/B2
sank	M	M1
sapper	G	G3/I3.2/S2mf
sappers	G	G3/I3.2/S2mf
sapping	B	B2
sarcasm	Q	Q2.2/S1.2.4
sarcastic	Q	Q2.2/S1.2.4
sarcastically	Q	Q2.2/S1.2.4
sarcophagus	O	O2
sardine	L	L2mfn
sardines	L	L2mfn
sardonic	Q	Q2.2/S1.2.4
sardonically	Q	Q2.2/S1.2.4
sari	B	B5
saris	B	B5
sash	B	B5
sassenach	Z	Z2/S2mf
sassy	S	S7.2
sat	M	M8
satchel	B	B5
satellite	W	W1
satin	B	B5
satire	Q	Q2.2/S1.2.4
satirical	Q	Q2.2/S1.2.4
satisfaction	E	E4.2
satisfactorily	A	A5.1
satisfactory	A	A5.1
satisfied	E	E4.2
satisfy	E	E4.2
satisfying	E	E4.2
saturate	O	O1.2
saturated	O	O1.2
saturation	N	N5.1
sauce	F	F1
saucepan	O	O2
saucer	O	O2
saucy	S	S1.2.4
sauerkraut	F	F1
sauna	H	H2/B4
saunter	M	M1
sauntering	M	M1
sausage	F	F1
sausages	F	F1
sauté	F	F1
savable	I	I1.1
savagely	E	E3
savageness	E	E3
save	Z	Z5
saved	I	I1.1
saveloy	F	F1
saver	I	I1.1/S2mf
savers	I	I1.1/S2mf
saving	I	I1.1
savings	I	I1.1
savings-account	I	I1.1
savings-book	I	I1/Q1.2
saviour	S	S8+/S2mf
savour	E	E2
savoury	X	X3.1
savvy	X	X2.2
saw	O	O2
sawdust	O	O1.1
sawed-off	A	A1.1.1
sawmill	I	I4/H1c
sawn-off	A	A1.1.1
saxons	Z	Z2/S2mf
saxophone	K	K2
say-so	S	S7.4
saying	Q	Q2.1
says	Q	Q2.1
scab	A	A9
scabby	B	B2
scaffold	H	H1
scaffolder	H	H1/S2mf
scaffolding	H	H1
scalability	Q	Q1.3
scalable	Y	Y2
scald	O	O4.6
scalded	O	O4.6
scale	M	M1
scaleable	N	N3.2/A2.1
scaled	N	N3.2
scales	N	N3.2
scaling	O	O4.1
scallion	F	F1
scallions	F	F1
scallop	L	L2
scalp	E	E3
scalpel	B	B3
scalping	E	E3
scaly	O	O4.1
scam	G	G2.2
scammer	G	G2.2-/S2mf
scamp	G	G2.2-/S2mf
scamper	M	M1/N3.8
scampi	F	F1c
scan	X	X3.4/N3.8
scandal	G	G2.2
scandalous	G	G2.2
scanned	X	X3.4/N3.8
scanners	O	O3/B3
scanning	X	X3.4/N3.8
scant	N	N5
scantily	N	N5
scanty	N	N5
scapegoat	G	G2.1/S2mf
scapegoated	G	G2.1
scapegoating	G	G2.1
scapegoats	G	G2.1/S2mf
scar	B	B2
scarce	N	N5
scarcely	A	A13.7
scarcity	N	N5
scare	E	E5
scared	E	E5
scareyness	E	E5
scarf	B	B5
scarfed	B	B5
scarred	B	B2
scars	B	B2
scary	E	E5
scathing	E	E2
scatter	M	M1
scatter-gram	N	N2
scatter-grams	N	N2
scattered	M	M1
scatty	S	S1.2.6
scavenge	A	A9
scavenged	A	A9
scavenger	A	A9+/S2mf
scavenges	A	A9
scenario	K	K4
scene	K	K4
scenery	X	X3.4
scenic	O	O4.2
scent	X	X3.5
scented	X	X3.5
sceptic	X	X2.1/S2mf
sceptical	X	X2.1
sceptically	X	X2.1
scepticism	X	X2.1
sceptre	O	O2/S7.1
schedular	I	I1/G1.1
schedule	X	X7+/T1
scheduled	X	X7+/T1
scheduler	Q	Q4.3/S2mf
scheduling	X	X7+/T1
schematic	A	A12
scheme	X	X7
schemes	X	X7
schism	A	A6.1
schizophrenia	B	B2-/X1
schizophrenic	B	B2-/X1
schizophrenics	B	B2-/S2mf
schmaltzy	E	E1
schmoozing	Q	Q2.1
schnapps	F	F2
scholar	P	P1/S2mf
scholarly	P	P1
scholars	P	P1/S2mf
scholarship	I	I1
scholastic	P	P1
scholastically	X	X9.1
school	P	P1
school-house	P	P1/H1
school-leaver	P	P1/S2mf
school-leavers	P	P1/S2mf
school-room	P	P1/H2
schoolbag	B	B5/P1
schoolboy	P	P1/S2.2m
schoolchildren	P	P1/S2mf
schoolday	P	P1/T1.3
schooldays	P	P1/T1.3
schooled	P	P1
schoolfriend	S	S3.1/S2mf
schoolfriends	S	S3.1/S2mf
schoolgirl	P	P1/S2.1f
schooling	P	P1
schoolish	P	P1
schoolmaster	P	P1/I3.2/S2.2m
schoolroom	P	P1/H1c
schoolteacher	P	P1/I3.2/S2mf
schoolwork	P	P1
schuss	K	K5.1
schzinophrenic	B	B2-/X1
sciatica	B	B2
science	Y	Y1
scient	X	X2.2
scientific	Y	Y1
scientifically	Y	Y1
scientist	Y	Y1/S2mf
scientologist	S	S9/S2mf
scintillating	X	X5.2
scissors	O	O2
sclerosis	B	B2
scoff	F	F1
scoffed	F	F1
scoffing	F	F1
scold	Q	Q2.2/E2
scolds	Q	Q2.2/E2
sconce	S	S1.2.5+/A2.1
scones	F	F1
scoop	O	O2
scooped	A	A1.1.1
scoops	O	O2
scoot	M	M1
scooter	M	M3fn
scooter-riding	M	M3
scope	A	A1.7
scopola	B	B5/S9
scorch	O	O4.6
scorched	O	O4.6
scorcher	W	W4/O4.6
scorching	O	O4.6
score	K	K5
scorecard	K	K5/O2/Q1.1
scorer	K	K5.1/S2mf
scoring	K	K5
scorn	S	S7.2
scornful	S	S7.2
scorns	S	S7.2
scorpion	L	L2mfn
scot-free	G	G2.1
scotchman	Z	Z2/S2.2m
scottish	Z	Z2
scour	X	X2.4
scoured	X	X2.4
scourer	B	B4/O2
scourge	E	E6
scouring	X	X2.4
scout	K	K1/S2mf
scouter	K	K1/S2mf
scouting	X	X2.4
scouts	K	K1/S5
scowl	B	B1
scowling	B	B1
scrabble	K	K5.2
scragged	O	O4.1
scramble	M	M1
scrambled	M	M1
scrambling	M	M1
scrambling-for-profits	I	I1.1
scrap	O	O2
scrap-book	Q	Q1.2
scrap-yard	M	M7/O2/X7
scrape	A	A1.1.1
scraper	O	O2
scrapheap	X	X7
scraping	A	A1.1.1
scrappy	N	N5
scratch	B	B2
scratching	B	B2
scratchy	O	O4.5
scrattily	O	O4.2
scrawl	Q	Q1.2
scrawled	Q	Q1.2
scrawls	Q	Q1.2
scream	Q	Q2.2
screamed	Q	Q2.2
screaming	Q	Q2.2
scree	W	W3
screech	X	X3.2
screeching	X	X3.2
screen	A	A10
screening	A	A10
screenplay	Q	Q4.3
screens	Y	Y2
screenwise	Q	Q4.3
screw	O	O2
screw-up	A	A5.1
screwball	F	F1/A1.1.1
screwdriver	O	O2
screwdrivers	O	O2
screwed	X	X9.2
scribble	Q	Q1.2
scribbled	Q	Q1.2
scribbling	Q	Q1.2
scribe	Q	Q1.2/S2mf/T1.1.1
scrim	B	B5
scrimp	I	I1.1/N5
script	K	K4
scripting	K	K4
scriptural	S	S9/Q4.1
scripture	S	S9/Q4.1
scriptwriter	Q	Q4.3/S2mf
scroll	Q	Q1.2
scrounge	A	A9
scrounger	A	A9+/S2mf
scroungers	A	A9+/S2mf
scrounging	A	A9
scrub	B	B4
scrubber	O	O2
scrubbing	B	B4
scrubby	L	L3
scruff	O	O4.2-/S2mf
scruffy	O	O4.2
scrum	K	K5.1
scrump	A	A9
scrumptious	X	X3.1+/F1
scruple	G	G2.2
scrupulous	A	A1.3
scrupulously	A	A1.3
scrutineer	X	X2.4/S2mf
scrutineers	X	X2.4/S2mf
scrutinise	X	X2.4
scrutinising	X	X2.4
scrutinized	X	X2.4
scrutiny	X	X2.4
scuba	M	M4
scuff	A	A1.1.1
scuffle	E	E3
scuffles	E	E3
scull	M	M4
scullery	H	H2/F1
sculpt	C	C1
sculpted	C	C1
sculptor	C	C1/S2mf
sculptress	C	C1/S2.1f
sculptural	C	C1
sculpture	C	C1
sculptured	C	C1
scum	O	O1.1
scupper	A	A1.1.2
scurrilous	G	G2.2
scurrying	M	M1/N3.8
scurvy	B	B2
scuttle	O	O2
scythe	O	O2
scythes	O	O2
sea	W	W3/M4
sea-bear	L	L2mf
sea-bears	L	L2mf
sea-level	W	W3/M4
sea-man	M	M4/S2.2m
sea-men	M	M4/S2.2m
seaboard	W	W3/M4
seafarers	M	M4/S2mf
seafaring	M	M5
seafood	F	F1
seafront	M	M7
seagoing	M	M4
seagull	L	L2mfn
seagulls	L	L2mfn
seal	Q	Q1.1
sealant	O	O1
sealants	O	O1
sealastic	Z	Z3
sealed	A	A1.7
sealed-up	A	A1.7
sealer	O	O1
sealing	A	A1.7
seam	B	B5
seaman	M	M4/S2.2m
seamanship	M	M4
seamen	M	M4/S2.2m
seaming	B	B5
seamless	B	B5
seamlessly	A	A5.1
seamstress	B	B5/S2.1f
sear	O	O4.6
search	X	X2.4
searcher	X	X2.4/S2mf
searching	X	X2.4
searchlight	O	O3/W2
searchlights	O	O3/W2
searing	N	N5
seascape	C	C1
seashore	M	M7/M5
seasick	B	B2-/M4
